698,877,751,32,698,1201,1191,133,442,1045,1035,270
12,97,95,40,11,1530,1507,987,26
532,1433,1419,442,12
384,624,612,49
158,202,171,1220,1482,1242,45
175,869,858,399,13
124,1272,1255,716,20
56,53,25
229,2316,2289,1311,28
31,59,59
431,437,297,23,1112,1095,698,21
872,2108,2088,566,16
57,559,551,302,11
49,211,207,80,19,164,161,76
134,1364,1346,769,21
111,338,332,107
18,28,27
2476,2514,1744,39
171,332,328,48
12,16,16
50,132,129,29
14,13
1142,1829,1789,147,11
12,11,46,49,31
147,187,156,16,25,25
523,2470,2446,1137,24
143,1378,1362,769,21,1378,2667,2645,454,15
182,680,671,267
200,209,141,17,857,842,533,18
25,38,35
56,54,26
28,123,120,44,72,452,445,218
88,157,154
457,448,283
233,311,274,11
688,984,919,52
90,96,67
891,1529,1514,166
167,254,242
424,1216,1202,399,13
678,1982,1962,667,16
1325,1561,1272,43
78,170,167,27,1192,1489,1276,49
820,1610,1596,285
131,197,187
761,1230,1207,102
155,185,146,15,15,106,110,73
292,1103,1090,447,14
393,708,701,90
26,23,1179,1419,1178,43
85,82,37
908,1113,937,37
135,156,118
25,20,32,680,670,404,15
68,320,313,134
893,1246,1147,60
1588,1820,1448,45
645,1690,1673,506,15
1436,1701,1395,47
486,547,420,17
30,95,94,25,225,237,166
12,73,71,27,2331,2397,1691,40
388,1555,1538,659,18
1114,1103,734,23
311,484,467,30
126,1102,1089,600,18
304,517,509,48
56,595,584,325,12
317,1028,1017,375,13
178,411,407,94
33,65,63
397,963,953,255
56,201,197,68,380,1592,1575,691,18
1786,2142,1777,58
563,1750,1732,624,16
13,19,18
105,485,477,209,1317,1905,1727,79
1012,1202,987,37
409,1727,1709,753,19
209,288,258
1451,1635,1276,40
2044,2347,1873,54,1258,1620,1423,58
510,855,845,80
70,105,98
523,1412,1398,436,13
40,93,91,13
266,1698,1678,868,21
58,53,29,214,474,469,102
420,424,285
65,2175,2142,1361,31,132,976,963,511,15
1526,2082,1899,89
1600,2916,2892,400,13
72,120,117
439,1706,1688,710,17
135,142,96,1672,1758,1273,35
1062,1282,1065,40
372,434,342,14
12,11
31,1050,1032,647,19
23,35,34
1124,1111,735,23
29,917,901,561,19
305,1835,1814,922,22
1197,3125,3096,924,20
92,360,354,139
1608,1697,1234,34
1005,1461,1377,81
724,723,485,17
155,154,98,147,143,86
344,336,201
